brand,moldName,brandSlug,canonicalMold
Lone Star Discs,Bayonet,lone-star-discs,bayonet
Lone Star Discs,BB6,lone-star-discs,bb6
Lone Star Discs,Bearkat,lone-star-discs,bearkat
Lone Star Discs,Benny,lone-star-discs,benny
Lone Star Discs,Bluebonnet,lone-star-discs,bluebonnet
Lone Star Discs,Bowie,lone-star-discs,bowie
Lone Star Discs,Brazos,lone-star-discs,brazos
Lone Star Discs,Bull Snake,lone-star-discs,bullsnake
Lone Star Discs,Cactus,lone-star-discs,cactus
Lone Star Discs,Chupacabra,lone-star-discs,chupacabra
Lone Star Discs,Copperhead,lone-star-discs,copperhead
Lone Star Discs,Crockett,lone-star-discs,crockett
Lone Star Discs,Curl,lone-star-discs,curl
Lone Star Discs,Desperado,lone-star-discs,desperado
Lone Star Discs,Dos X,lone-star-discs,dosx
Lone Star Discs,Frio,lone-star-discs,frio
Lone Star Discs,Growler,lone-star-discs,growler
Lone Star Discs,Guadalupe,lone-star-discs,guadalupe
Lone Star Discs,Harpoon,lone-star-discs,harpoon
Lone Star Discs,Harrier,lone-star-discs,harrier
Lone Star Discs,Horny Toad,lone-star-discs,hornytoad
Lone Star Discs,Houston,lone-star-discs,houston
Lone Star Discs,Jack Rabbit,lone-star-discs,jackrabbit
Lone Star Discs,Lariat,lone-star-discs,lariat
Lone Star Discs,Lone Wolf,lone-star-discs,lonewolf
Lone Star Discs,Mad Cat,lone-star-discs,madcat
Lone Star Discs,Middy,lone-star-discs,middy
Lone Star Discs,Mockingbird,lone-star-discs,mockingbird
Lone Star Discs,Nimitz,lone-star-discs,nimitz
Lone Star Discs,Penny Putter (Premium),lone-star-discs,pennyputterpremium
Lone Star Discs,Penny Putter (Victor),lone-star-discs,pennyputtervictor
Lone Star Discs,Rio Grande,lone-star-discs,riogrande
Lone Star Discs,Seguin,lone-star-discs,seguin
Lone Star Discs,Spur,lone-star-discs,spur
Lone Star Discs,Tex,lone-star-discs,tex
Lone Star Discs,Texas Ranger,lone-star-discs,texasranger
Lone Star Discs,The Dome,lone-star-discs,thedome
Lone Star Discs,Tombstone,lone-star-discs,tombstone
Lone Star Discs,Trinity,lone-star-discs,trinity
Lone Star Discs,Tumbleweed,lone-star-discs,tumbleweed
Lone Star Discs,Walker,lone-star-discs,walker
Lone Star Discs,Warbird,lone-star-discs,warbird
Lone Star Discs,Wrangler,lone-star-discs,wrangler
Lone Star Discs,Yellow Rose,lone-star-discs,yellowrose
Løft Discs,Bohrium,l-ft-discs,bohrium
Løft Discs,Hydrogen,l-ft-discs,hydrogen
Løft Discs,Neon,l-ft-discs,neon
Løft Discs,Silicon,l-ft-discs,silicon
Løft Discs,Titanium,l-ft-discs,titanium
Løft Discs,Xenon,l-ft-discs,xenon
Millennium,Aquarius,millennium,aquarius
Millennium,Aries,millennium,aries
Millennium,Astra,millennium,astra
Millennium,Astra-X,millennium,astrax
Millennium,Aurora/QMS,millennium,auroraqms
Millennium,Draco,millennium,draco
Millennium,Falcon,millennium,falcon
Millennium,Helio Vela,millennium,heliovela
Millennium,JLS,millennium,jls
Millennium,Mars Rover,millennium,marsrover
Millennium,Moab,millennium,moab
Millennium,Mortar,millennium,mortar
Millennium,Omega,millennium,omega
Millennium,Omega 4,millennium,omega4
Millennium,Omega Big Bead,millennium,omegabigbead
Millennium,Orion LF,millennium,orionlf
Millennium,Orion LS,millennium,orionls
Millennium,Polaris LF (OOP),millennium,polarislfoop
Millennium,Polaris LS,millennium,polarisls
Millennium,Quasar,millennium,quasar
Millennium,Sabot,millennium,sabot
Millennium,Scorpius,millennium,scorpius
Millennium,Sentinel,millennium,sentinel
Millennium,Solstice,millennium,solstice
Millennium,Tank,millennium,tank
Millennium,Vela,millennium,vela
Millennium,Zodiac,millennium,zodiac
Mint Discs,Alpha,mint-discs,alpha
Mint Discs,Bobcat,mint-discs,bobcat
Mint Discs,Bullet,mint-discs,bullet
Mint Discs,Diamondback,mint-discs,diamondback
Mint Discs,Freetail,mint-discs,freetail
Mint Discs,Goat,mint-discs,goat
Mint Discs,Goat (Eternal),mint-discs,goateternal
Mint Discs,Grackle,mint-discs,grackle
Mint Discs,Idol,mint-discs,idol
Mint Discs,Jackalope,mint-discs,jackalope
Mint Discs,Lasso,mint-discs,lasso
Mint Discs,Lobster,mint-discs,lobster
Mint Discs,Longhorn,mint-discs,longhorn
Mint Discs,Mustang,mint-discs,mustang
Mint Discs,Phoenix,mint-discs,phoenix
Mint Discs,Pickle,mint-discs,pickle
Mint Discs,Profit,mint-discs,profit
Mint Discs,Salamander,mint-discs,salamander
Mint Discs,Taco,mint-discs,taco
Mint Discs,UFO,mint-discs,ufo
MVP,Atom,mvp,atom
MVP,Catalyst,mvp,catalyst
MVP,Deflector,mvp,deflector
MVP,Detour,mvp,detour
MVP,Dimension,mvp,dimension
MVP,Energy,mvp,energy
MVP,Entropy,mvp,entropy
MVP,Glitch,mvp,glitch
MVP,Impulse,mvp,impulse
MVP,Inertia,mvp,inertia
MVP,Ion,mvp,ion
MVP,Matrix,mvp,matrix
MVP,Motion,mvp,motion
MVP,Nitro,mvp,nitro
MVP,Nomad,mvp,nomad
MVP,Octane,mvp,octane
MVP,Ohm,mvp,ohm
MVP,Orbital,mvp,orbital
MVP,Phase,mvp,phase
MVP,Photon,mvp,photon
MVP,Reactor,mvp,reactor
MVP,Relativity,mvp,relativity
MVP,Relay,mvp,relay
MVP,Resistor,mvp,resistor
MVP,Servo,mvp,servo
MVP,Signal,mvp,signal
MVP,Spin,mvp,spin
MVP,Teleport,mvp,teleport
MVP,Terra,mvp,terra
MVP,Tesla,mvp,tesla
MVP,Trail,mvp,trail
MVP,Volt,mvp,volt
MVP,Watt,mvp,watt
MVP,Wave,mvp,wave
MVP,Zenith,mvp,zenith
Neptune Discs,Marlin,neptune-discs,marlin
Neptune Discs,Nautilus,neptune-discs,nautilus
Neptune Discs,Splash,neptune-discs,splash
Neptune Discs,Squid,neptune-discs,squid
Other,Andro C,other,androc
Other,Andro C (Retooled),other,androcretooled
Other,Apollo,other,apollo
Other,Cypress,other,cypress
Other,Flying Squirrel,other,flyingsquirrel
Other,Golem,other,golem
Other,I-One,other,ione
Other,KGB,other,kgb
Other,Kraken,other,kraken
Other,Lawin,other,lawin
Other,Leviathan,other,leviathan
Other,Minotaur,other,minotaur
Other,Narwhal,other,narwhal
Other,Nice!,other,nice
Other,Pure OG,other,pureog
Other,Stego,other,stego
Other,Strike,other,strike
Other,Tiyanak,other,tiyanak
Other,Tyrant,other,tyrant
Other,Ultra,other,ultra
Other,Zeal,other,zeal
Prodigy,A1,prodigy,a1
Prodigy,A2,prodigy,a2
Prodigy,A3,prodigy,a3
Prodigy,A4,prodigy,a4
Prodigy,A5,prodigy,a5
Prodigy,Archive,prodigy,archive
Prodigy,D Model OS,prodigy,dmodelos
Prodigy,D Model S,prodigy,dmodels
Prodigy,D Model US,prodigy,dmodelus
Prodigy,D1,prodigy,d1
Prodigy,D1 Max,prodigy,d1max
Prodigy,D2,prodigy,d2
Prodigy,D2 Max,prodigy,d2max
Prodigy,D2 Pro,prodigy,d2pro
Prodigy,D2 Signature (Falcor),prodigy,d2signaturefalcor
Prodigy,D3,prodigy,d3
Prodigy,D3 Max,prodigy,d3max
Prodigy,D4,prodigy,d4
Prodigy,D4 Max,prodigy,d4max
Prodigy,D6,prodigy,d6
Prodigy,Distortion,prodigy,distortion
Prodigy,F Model OS,prodigy,fmodelos
Prodigy,F Model S,prodigy,fmodels
Prodigy,F Model US,prodigy,fmodelus
Prodigy,F1,prodigy,f1
Prodigy,F2,prodigy,f2
Prodigy,F3,prodigy,f3
Prodigy,F5,prodigy,f5
Prodigy,F7,prodigy,f7
Prodigy,F9,prodigy,f9
Prodigy,Feedback,prodigy,feedback
Prodigy,FX-2,prodigy,fx2
Prodigy,FX-3,prodigy,fx3
Prodigy,FX-4,prodigy,fx4
Prodigy,H1 (V2),prodigy,h1v2
Prodigy,H2 (V2),prodigy,h2v2
Prodigy,H3 (V2),prodigy,h3v2
Prodigy,H4 (V2),prodigy,h4v2
Prodigy,H5,prodigy,h5
Prodigy,H7,prodigy,h7
Prodigy,M Model S,prodigy,mmodels
Prodigy,M Model US,prodigy,mmodelus
Prodigy,M1,prodigy,m1
Prodigy,M2,prodigy,m2
Prodigy,M3,prodigy,m3
Prodigy,M4,prodigy,m4
Prodigy,M5,prodigy,m5
Prodigy,MX-1,prodigy,mx1
Prodigy,MX-2,prodigy,mx2
Prodigy,MX-3,prodigy,mx3
Prodigy,P Model OS,prodigy,pmodelos
Prodigy,P Model S,prodigy,pmodels
Prodigy,P Model US,prodigy,pmodelus
Prodigy,PA1,prodigy,pa1
Prodigy,PA2,prodigy,pa2
Prodigy,PA3,prodigy,pa3
Prodigy,PA4,prodigy,pa4
Prodigy,PA5,prodigy,pa5
Prodigy,Pivot,prodigy,pivot
Prodigy,PX-3,prodigy,px3
Prodigy,Reverb,prodigy,reverb
Prodigy,Shadowfax,prodigy,shadowfax
Prodigy,Stryder,prodigy,stryder
Prodigy,Waco,prodigy,waco
Prodigy,X2,prodigy,x2
Prodigy,X3,prodigy,x3
Prodigy,X4,prodigy,x4
Prodigy,X5,prodigy,x5
Prodiscus,Amulet,prodiscus,amulet
Prodiscus,Empire,prodiscus,empire
Prodiscus,Fasti,prodiscus,fasti
Prodiscus,Flipperi,prodiscus,flipperi
Prodiscus,Jokeri,prodiscus,jokeri
Prodiscus,JokeriX,prodiscus,jokerix
Prodiscus,Laseri,prodiscus,laseri
Prodiscus,Legenda,prodiscus,legenda
Prodiscus,Midari,prodiscus,midari
Prodiscus,Origo,prodiscus,origo
Prodiscus,Razeri,prodiscus,razeri
Prodiscus,RESPECTi,prodiscus,respecti
Prodiscus,Slaidi,prodiscus,slaidi
Prodiscus,Sparta,prodiscus,sparta
Prodiscus,Stari,prodiscus,stari
Prodiscus,Talisman,prodiscus,talisman
Prodiscus,Titan,prodiscus,titan
RPM,Huia,rpm,huia
RPM,Kahu,rpm,kahu
RPM,Kahu OS,rpm,kahuos
RPM,Kahu XG,rpm,kahuxg
RPM,Kea,rpm,kea
RPM,Kiwi,rpm,kiwi
RPM,Kotare,rpm,kotare
RPM,Kotuku,rpm,kotuku
RPM,Pekapeka,rpm,pekapeka
RPM,Piwakawaka,rpm,piwakawaka
RPM,Ruru,rpm,ruru
RPM,Takapu,rpm,takapu
RPM,Tara iti,rpm,taraiti
RPM,Tui,rpm,tui
Sacred Discs,Arrowhead,sacred-discs,arrowhead
Sacred Discs,Gnome,sacred-discs,gnome
Sacred Discs,Oracle,sacred-discs,oracle
Sacred Discs,Starship,sacred-discs,starship
Stokely Discs,Cardinal,stokely-discs,cardinal
Stokely Discs,CHING Juju,stokely-discs,chingjuju
Stokely Discs,Lark,stokely-discs,lark
Stokely Discs,Owl,stokely-discs,owl
Stokely Discs,Peregrine,stokely-discs,peregrine
Stokely Discs,Precision,stokely-discs,precision
Stokely Discs,Wren,stokely-discs,wren
Storm,Abyss,storm,abyss
Storm,Radar,storm,radar
Storm,The Crater,storm,thecrater
Storm,The Eye,storm,theeye
Storm,Wall Cloud,storm,wallcloud
Streamline,Ascend,streamline,ascend
Streamline,Drift,streamline,drift
Streamline,Echo,streamline,echo
Streamline,Engine,streamline,engine
Streamline,Flare,streamline,flare
Streamline,Jet,streamline,jet
Streamline,Lift,streamline,lift
Streamline,Parachute,streamline,parachute
Streamline,Pilot,streamline,pilot
Streamline,Range,streamline,range
Streamline,Runway,streamline,runway
Streamline,Shift,streamline,shift
Streamline,Stabilizer,streamline,stabilizer
Streamline,Trace,streamline,trace
Streamline,Turbulence,streamline,turbulence
Thought Space Athletics,Alter,thought-space-athletics,alter
Thought Space Athletics,Animus,thought-space-athletics,animus
Thought Space Athletics,Coalesce,thought-space-athletics,coalesce
Thought Space Athletics,Construct,thought-space-athletics,construct
Thought Space Athletics,Crux,thought-space-athletics,crux
Thought Space Athletics,Expanse,thought-space-athletics,expanse
Thought Space Athletics,Mana,thought-space-athletics,mana
Thought Space Athletics,Mantra,thought-space-athletics,mantra
Thought Space Athletics,Muse,thought-space-athletics,muse
Thought Space Athletics,Nuance,thought-space-athletics,nuance
Thought Space Athletics,Omen,thought-space-athletics,omen
Thought Space Athletics,Pathfinder,thought-space-athletics,pathfinder
Thought Space Athletics,Persona,thought-space-athletics,persona
Thought Space Athletics,Pneuma,thought-space-athletics,pneuma
Thought Space Athletics,Praxis,thought-space-athletics,praxis
Thought Space Athletics,Requiem,thought-space-athletics,requiem
Thought Space Athletics,Synapse,thought-space-athletics,synapse
Thought Space Athletics,Temple,thought-space-athletics,temple
Thought Space Athletics,Vessel,thought-space-athletics,vessel
Thought Space Athletics,Votum,thought-space-athletics,votum
Trash Panda,Canyon,trash-panda,canyon
Trash Panda,Dune,trash-panda,dune
Trash Panda,Inner Core,trash-panda,innercore
Trash Panda,Outer Core,trash-panda,outercore
Trash Panda,Ozone,trash-panda,ozone
Trash Panda,Procyon,trash-panda,procyon
Vibram,Arch,vibram,arch
Vibram,Crag,vibram,crag
Vibram,Ibex,vibram,ibex
Vibram,Lace,vibram,lace
Vibram,Launch,vibram,launch
Vibram,Notch,vibram,notch
Vibram,O-Lace,vibram,olace
Vibram,Obex,vibram,obex
Vibram,Onyx,vibram,onyx
Vibram,Ridge,vibram,ridge
Vibram,Solace,vibram,solace
Vibram,Sole,vibram,sole
Vibram,Summit,vibram,summit
Vibram,UnLace,vibram,unlace
Vibram,Valley,vibram,valley
Vibram,Vamp,vibram,vamp
Vibram,VP,vibram,vp
Viking,Axe,viking,axe
Viking,Barbarian,viking,barbarian
Viking,Berserker,viking,berserker
Viking,Cosmos,viking,cosmos
Viking,Fenrir,viking,fenrir
Viking,Knife,viking,knife
Viking,Odin,viking,odin
Viking,Ragnarok,viking,ragnarok
Viking,Rune,viking,rune
Viking,Thor,viking,thor
Viking,Warrior (Viking),viking,warriorviking
Westside Discs,Adder,westside-discs,adder
Westside Discs,Ahti,westside-discs,ahti
Westside Discs,Anvil,westside-discs,anvil
Westside Discs,Bard,westside-discs,bard
Westside Discs,Bear,westside-discs,bear
Westside Discs,Boatman,westside-discs,boatman
Westside Discs,Catapult,westside-discs,catapult
Westside Discs,Crown,westside-discs,crown
Westside Discs,Destiny,westside-discs,destiny
Westside Discs,Fortress,westside-discs,fortress
Westside Discs,Gatekeeper,westside-discs,gatekeeper
Westside Discs,Giant,westside-discs,giant
Westside Discs,Harp,westside-discs,harp
Westside Discs,Hatchet,westside-discs,hatchet
Westside Discs,King,westside-discs,king
Westside Discs,Longbowman,westside-discs,longbowman
Westside Discs,Maiden,westside-discs,maiden
Westside Discs,Northman,westside-discs,northman
Westside Discs,Pine,westside-discs,pine
Westside Discs,Prince,westside-discs,prince
Westside Discs,Queen,westside-discs,queen
Westside Discs,Sampo,westside-discs,sampo
Westside Discs,Seer,westside-discs,seer
Westside Discs,Shield,westside-discs,shield
Westside Discs,Sling,westside-discs,sling
Westside Discs,Sorcerer,westside-discs,sorcerer
Westside Discs,Stag,westside-discs,stag
Westside Discs,Swan 1 Reborn,westside-discs,swan1reborn
Westside Discs,Swan 2,westside-discs,swan2
Westside Discs,Sword,westside-discs,sword
Westside Discs,Tide,westside-discs,tide
Westside Discs,Tursas,westside-discs,tursas
Westside Discs,Underworld,westside-discs,underworld
Westside Discs,War Horse,westside-discs,warhorse
Westside Discs,Warship,westside-discs,warship
Westside Discs,World,westside-discs,world
Wild Discs,Addax,wild-discs,addax
Wild Discs,Addax Reborn,wild-discs,addaxreborn
Wild Discs,Angler,wild-discs,angler
Wild Discs,Hyena,wild-discs,hyena
Wild Discs,Orca,wild-discs,orca
Wild Discs,Sea Otter,wild-discs,seaotter
Wild Discs,Tasmanian Devil V2,wild-discs,tasmaniandevilv2
Yikun,Bi,yikun,bi
Yikun,Claws,yikun,claws
Yikun,Crossbow,yikun,crossbow
Yikun,Da'E,yikun,dae
Yikun,Fu,yikun,fu
Yikun,Gou,yikun,gou
Yikun,Gui,yikun,gui
Yikun,Hammer,yikun,hammer
Yikun,Hu,yikun,hu
Yikun,Jiao,yikun,jiao
Yikun,Jun,yikun,jun
Yikun,Kang,yikun,kang
Yikun,Kui,yikun,kui
Yikun,Ling,yikun,ling
Yikun,Long,yikun,long
Yikun,Lu,yikun,lu
Yikun,Meteor Hammer,yikun,meteorhammer
Yikun,Qi,yikun,qi
Yikun,Rong,yikun,rong
Yikun,Shu,yikun,shu
Yikun,Tomahawk,yikun,tomahawk
Yikun,Twin Swords,yikun,twinswords
Yikun,View,yikun,view
Yikun,Wei,yikun,wei
Yikun,Wings,yikun,wings
Yikun,Xing,yikun,xing
Yikun,Yan,yikun,yan
Yikun,Yao,yikun,yao
Yikun,Yi,yikun,yi
Yikun,Zheng,yikun,zheng
