id,name,brand,category,category id,speed,glide,turn,fade,stability,link,pic,name_slug,brand_slug,category_slug,stability_slug,color,background_color,jr_maxweight,jr_diameter,jr_height,jr_rimdepth,jr_rimwidth,Rim Thickness (cm),Rim Depth / Diameter Ratio (%),Rim Configuration,Flexibility (kg),Class,Max Weight Vint (gr),Last Year Production,Certification Number,jr_pdgaapproval,pdga_match_tier,pdga_match_confidence,pdga_disc_model,pdga_manufacturer,pdga_approved_date,pdga_certification_number,pdga_class,pdga_diameter_cm,pdga_height_cm,pdga_rim_depth_cm,pdga_inside_rim_diameter_cm,pdga_rim_thickness_cm,pdga_rim_depth_diameter_ratio_pct,pdga_max_weight_gr,pdga_max_weight_vint_gr,pdga_flexibility_kg,pdga_rim_configuration,pdga_last_year_production,pdga_brand_suggested,pdga_brand_differs_from_merged
1074,Vulture,Discraft,Control Driver,16,10,5,0,2,Overstable,https://www.marshallstreetdiscgolf.com/?s=VULTURE&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/6833199.webp,vulture,discraft,hybrid-driver,overstable,#FF3737,#000000,177.6,21.4,1.6,1.2,17.8,1.8,5.6,33.5,10.89,,,,18-97,"Feb 26, 2018",A_name_brand,high,Vulture,Discraft,"Feb 26, 2018",18-97,,21.4,1.6,1.2,17.8,1.8,5.6,177.6,,10.89,33.50,,Discraft,no
1075,Waco,Prodigy,Midrange,18,5,5,0,1,Understable,https://www.marshallstreetdiscgolf.com/?s=waco&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/0000496.webp,waco,prodigy,midrange,understable,#000000,#10A259,,,,,,,,,,,,,,,A_name_brand,high,Waco,Prodigy Disc,"Feb 5, 2024",24-15,,21.7,1.7,1.4,19.1,1.3,6.5,180.1,,6.14,35.50,,Prodigy Disc,no
1076,Wahoo,Innova,Distance Driver,15,12,6,-2,2,Understable,https://www.marshallstreetdiscgolf.com/?s=wahoo&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/5402367.webp,wahoo,innova,distance-driver,understable,#2A290E,#F3EB09,,,,,,,,,,,,,,,A_name_brand,high,Wahoo,Innova Champion Discs,"Nov 19, 2010",10-37,,21.0,2.0,1.2,16.1,2.4,5.7,174.3,,10.21,33.25,,Innova Champion Discs,no
1077,Walker,Lone Star Discs,Midrange,18,5,3,0,4,Very Overstable,https://www.marshallstreetdiscgolf.com/?s=Walker&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/0000205.webp,walker,lone-star-discs,midrange,very-overstable,#FFA5EA,#6B834B,,,,,,,,,,,,,,,B_name_unique,medium,Walker,Lone Star Disc,"May 9, 2022",22-78,,21.4,1.7,1.2,18.6,1.4,5.6,177.6,,5.80,34.50,,Lone Star Disc,yes
1078,Wall Cloud,Storm,Midrange,18,5,5,0,3,Overstable,https://www.marshallstreetdiscgolf.com/?s=Wall+Cloud&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/0000180.webp,wall-cloud,storm,midrange,overstable,#FFF417,#7010B9,,,,,,,,,,,,,,,B_name_unique,medium,Wall Cloud,Storm Disc Golf,"Jun 23, 2020",20-54,,21.9,2.1,1.3,18.8,1.5,5.9,181.8,,8.41,31.25,,Storm Disc Golf,yes
1079,Walrus,Daredevil Discs,Midrange,18,4,5,0,3,Overstable,https://www.marshallstreetdiscgolf.com/?s=walrus&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/9019017.webp,walrus,daredevil-discs,midrange,overstable,#FFFFFF,#515151,180.9,21.8,1.9,1.2,19.3,1.3,5.5,48.75,1.81,,,,16-35,"Apr 21, 2016",A_name_brand,high,Walrus,Daredevil Discs,"Apr 21, 2016",16-35,,21.8,1.9,1.2,19.3,1.3,5.5,180.9,,1.81,48.75,,Daredevil Discs,no
1080,Wand,Gateway,Putter,19,1,7,0,1,Stable,,,wand,gateway,putter,stable,#FFFFFF,#A66A17,,,,,,,,,,,,,,,A_name_brand,high,Wand,Gateway Disc Sports,"Oct 13, 2025",25-160,,21.4,2.2,1.6,19.6,0.9,7.5,177.6,,9.09,83.75,,Gateway Disc Sports,no
1081,War Horse,Westside Discs,Distance Driver,15,13,4,0,4,Very Overstable,https://www.marshallstreetdiscgolf.com/?s=warhorse&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/9019099.webp,war-horse,westside-discs,distance-driver,very-overstable,#FFFFFF,#014E13,,,,,,,,,,,,,,,B_name_unique,medium,War Horse,Westside Golf Discs,"Feb 8, 2018",18-20,,21.1,1.6,1.2,16.6,2.2,5.7,175.1,,12.02,28.00,,Westside Golf Discs,yes
1082,War Spear,Gateway,Putter,19,3,3,0,2,Overstable,https://www.marshallstreetdiscgolf.com/?s=War+Spear&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/2079720.webp,war-spear,gateway,putter,overstable,#FFFFFF,#A66A17,,,,,,,,,,,,,,,unmatched,none,,,,,,,,,,,,,,,,,,
1083,Warant,Dynamic Discs,Midrange,18,5,5,-2,0,Understable,https://www.marshallstreetdiscgolf.com/product/lucid-warrant,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/2504592.webp,warant,dynamic-discs,midrange,understable,#FFFFFF,#0082F4,,,,,,,,,,,,,,,unmatched,none,,,,,,,,,,,,,,,,,,
1084,Warbird,Lone Star Discs,Distance Driver,15,12,6,-1,3,Stable,https://www.marshallstreetdiscgolf.com/?s=Warbird&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/0000155.webp,warbird,lone-star-discs,distance-driver,stable,#FFA5EA,#6B834B,,,,,,,,,,,,,,,B_name_unique,medium,Warbird,Lone Star Disc,"Feb 21, 2022",22-27,,21.1,1.9,1.2,16.5,2.3,5.7,175.1,,8.52,26.00,,Lone Star Disc,yes
1085,Warden,Dynamic Discs,Putter,19,2,4,0,0.5,Stable,https://www.marshallstreetdiscgolf.com/?s=warden&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/9019019.webp,warden,dynamic-discs,putter,stable,#FFFFFF,#0082F4,176,21.2,2,1.5,19.1,1.1,7.1,66.25,4.65,,,,13-64,"Oct 14, 2013",A_name_brand,high,Warden,Dynamic Discs,"Oct 14, 2013",13-64,,21.2,2.0,1.5,19.1,1.1,7.1,176.0,,4.65,66.25,,Dynamic Discs,no
1086,Warlock,Gateway,Putter,19,2,3,0,1,Stable,https://www.marshallstreetdiscgolf.com/?s=warlock&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/8652258.webp,warlock,gateway,putter,stable,#FFFFFF,#A66A17,,,,,,,,,,,,,,,A_name_brand,high,Warlock,Gateway Disc Sports,"Mar 8, 2007",07-16,,21.1,2.3,1.6,19.1,1.0,7.6,175.1,,6.46,56.25,,Gateway Disc Sports,no
1087,Warrior (Gateway),Gateway,Midrange,18,5,4,0,3,Overstable,https://www.marshallstreetdiscgolf.com/?s=warrior&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/2504593.webp,warrior-gateway,gateway,midrange,overstable,#FFFFFF,#A66A17,,,,,,,,,,,,,,,A_name_brand,high,Warrior (old),Gateway Disc Sports,"Oct 20, 1999",99-12,,21.0,2.1,1.2,17.6,1.7,5.7,174.3,,11.79,33.50,,Gateway Disc Sports,no
1088,Warrior (Viking),Viking,Midrange,18,4,4,0,2,Stable,https://www.marshallstreetdiscgolf.com/?s=warrior&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/3641119.webp,warrior-viking,viking,midrange,stable,#000000,#04F40C,,,,,,,,,,,,,,,C_name_ambiguous,needs_review,,,,,,,,,,,,,,,,,,
1089,Warship,Westside Discs,Midrange,18,5,6,0,1,Stable,https://www.marshallstreetdiscgolf.com/?s=warship&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/3655161.webp,warship,westside-discs,midrange,stable,#FFFFFF,#014E13,,,,,,,,,,,,,,,B_name_unique,medium,Warship (Pursi1),Westside Golf Discs,"Dec 11, 2011",11-47,,21.7,2.1,1.3,18.9,1.4,6.0,180.1,,8.05,31.00,,Westside Golf Discs,yes
1090,Wasp,Discraft,Midrange,18,5,3,0,2,Overstable,https://www.marshallstreetdiscgolf.com/?s=wasp&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/3449546.webp,wasp,discraft,midrange,overstable,#FF3737,#000000,179.3,21.6,1.8,1.3,19.2,1.2,6,37,8.39,,,,02-13,"Sep 29, 2002",A_name_brand,high,Wasp,Discraft,"Sep 29, 2002",02-13,,21.6,1.8,1.3,19.2,1.2,6.0,179.3,,8.39,37.00,,Discraft,no
1091,Watt,MVP,Putter,19,2,5,-0.5,0.5,Stable,https://www.marshallstreetdiscgolf.com/?s=watt&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/0000344.webp,watt,mvp,putter,stable,#000000,#9BF2FF,,,,,,,,,,,,,,,A_name_brand,high,Watt,MVP Disc Sports,"Mar 21, 2022",21-40,,21.2,1.8,1.5,19.0,1.1,7.1,176.0,,5.91,67.50,,MVP Disc Sports,no
1092,Wave,MVP,Control Driver,16,11,5,-2,2,Understable,https://www.marshallstreetdiscgolf.com/?s=wave&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/3449547.webp,wave,mvp,hybrid-driver,understable,#000000,#9BF2FF,,,,,,,,,,,,,,,A_name_brand,high,Wave,MVP Disc Sports,"Feb 6, 2015",15-04,,21.1,1.4,1.1,16.6,2.2,5.2,175.1,,11.00,29.25,,MVP Disc Sports,no
1093,Weapon,Birdie,Fairway Driver,17,8,5,0,2.5,Overstable,https://www.marshallstreetdiscgolf.com/?s=weapon&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/0000480.webp,weapon,birdie,control-driver,overstable,#1D096C,#FFB381,175.1,21.1,1.4,1.1,17.5,1.9,5.2,43,9.89,,,,22-173,"Oct 10, 2022",A_name_brand,high,Weapon,Birdie,"Oct 10, 2022",22-173,,21.1,1.4,1.1,17.5,1.9,5.2,175.1,,9.89,43.00,,Birdie,no
1094,Wedge,Innova,Putter,19,3.5,3,-3,1,Very Understable,https://www.marshallstreetdiscgolf.com/?s=Wedge&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/4077898.webp,wedge,innova,putter,very-understable,#2A290E,#F3EB09,,,,,,,,,,,,,,,A_name_brand,high,Wedge,Innova Champion Discs,"Dec 9, 2010",10-41,,21.2,1.7,1.2,19.2,1.0,5.7,176.0,,4.99,47.25,,Innova Champion Discs,no
1095,Wei,Yikun,Control Driver,16,10,5,-2.5,2,Understable,https://www.marshallstreetdiscgolf.com/?s=wei&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/4077899.webp,wei,yikun,hybrid-driver,understable,#006A6E,#FF6F8C,,,,,,,,,,,,,,,B_name_unique,medium,Wei (精卫),Yikun Discs,"Aug 26, 2014",14-69,,21.1,1.7,1.1,17.1,2.0,5.2,175.1,,10.55,30.25,,Yikun Discs,yes
1096,Whale,Innova,Putter,19,2,3,0,1,Stable,https://www.marshallstreetdiscgolf.com/?s=whale&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/0978689.webp,whale,innova,putter,stable,#2A290E,#F3EB09,,,,,,,,,,,,,,,A_name_brand,high,Whale,Innova Champion Discs,"Dec 7, 2014",14-90,,21.1,2.0,1.5,19.0,1.0,7.1,175.1,,8.50,75.25,,Innova Champion Discs,no
1097,Whippet,Innova,Fairway Driver,17,6,3,1,5,Very Overstable,https://www.marshallstreetdiscgolf.com/?s=whippet&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/0978690.webp,whippet,innova,control-driver,very-overstable,#2A290E,#F3EB09,,,,,,,,,,,,,,,A_name_brand,high,Whippet,Innova Champion Discs,"Feb 7, 1992",92-02,,21.2,1.9,1.3,17.8,1.7,6.1,176.0,,12.25,26.00,,Innova Champion Discs,no
1098,Wild Honey,Clash Discs,Distance Driver,15,12,5,-2,2,Understable,https://www.marshallstreetdiscgolf.com/?s=Honey&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/0000237.webp,wild-honey,clash-discs,distance-driver,understable,#FF93E9,#2516FF,174.3,21,1.8,1.1,16.4,2.3,5.2,27.5,11.14,,,,22-117,"Jul 1, 2022",A_name_brand,high,Wild Honey,Clash Discs,"Jul 1, 2022",22-117,,21.0,1.8,1.1,16.4,2.3,5.2,174.3,,11.14,27.50,,Clash Discs,no
1099,Wild Thing,Jester Disc Golf,Approach Discs,20,3,3,0,2.5,Overstable,https://www.marshallstreetdiscgolf.com/?s=wild+thing&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/0000459.webp,wild-thing,jester-disc-golf,approach-discs,overstable,#FFF172,#0E887C,176,21.2,1.9,1.5,18.8,1.2,7.1,68.75,11.59,,,,24-112,"May 27, 2024",A_name_brand,high,Wild Thing,Jester Disc Golf,"May 27, 2024",24-112,,21.2,1.9,1.5,18.8,1.2,7.1,176.0,,11.59,68.75,,Jester Disc Golf,no
1100,Wildcat,Discraft,Distance Driver,15,11,5,-2,3,Understable,https://www.marshallstreetdiscgolf.com/product/photon-uv-wildcat,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/9313639.webp,wildcat,discraft,distance-driver,understable,#FF3737,#000000,176.8,21.3,1.5,1.2,17.5,1.9,5.6,27.25,10.21,,,,02-08,"May 29, 2002",A_name_brand,high,Wildcat,Discraft,"May 29, 2002",02-08,,21.3,1.5,1.2,17.5,1.9,5.6,176.8,,10.21,27.25,,Discraft,no
1101,Wings,Yikun,Putter,19,3,3,0,2,Overstable,https://www.marshallstreetdiscgolf.com/?s=wings&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/0330827.webp,wings,yikun,putter,overstable,#006A6E,#FF6F8C,,,,,,,,,,,,,,,B_name_unique,medium,Wings (翼),Yikun Discs,"Mar 9, 2014",14-19,,21.2,1.8,1.2,19.2,1.0,5.7,176.0,,7.48,56.75,,Yikun Discs,yes
1102,Witness,Dynamic Discs,Fairway Driver,17,8,6,-3,1,Understable,https://www.marshallstreetdiscgolf.com/?s=witness&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/1802014.webp,witness,dynamic-discs,control-driver,understable,#FFFFFF,#0082F4,175.1,21.1,1.8,1.1,17.3,1.9,5.2,32.25,8.85,,,,14-10,"Feb 17, 2014",A_name_brand,high,Witness,Dynamic Discs,"Feb 17, 2014",14-10,,21.1,1.8,1.1,17.3,1.9,5.2,175.1,,8.85,32.25,,Dynamic Discs,no
1103,Wizard,Gateway,Putter,19,2,3,0,2,Overstable,https://www.marshallstreetdiscgolf.com/?s=wizard&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/6140857.webp,wizard,gateway,putter,overstable,#FFFFFF,#A66A17,,,,,,,,,,,,,,,A_name_brand,high,Wizard,Gateway Disc Sports,"Jan 9, 2002",02-01,,21.0,2.1,1.8,19.0,1.0,8.6,174.3,,10.43,59.25,,Gateway Disc Sports,no
1104,Wolf,Innova,Midrange,18,4,3,-4,1,Very Understable,https://www.marshallstreetdiscgolf.com/?s=wolf&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/0520179.webp,wolf,innova,midrange,very-understable,#2A290E,#F3EB09,,,,,,,,,,,,,,,A_name_brand,high,Wolf,Innova Champion Discs,"Feb 14, 1999",99-03,,21.8,1.6,1.1,19.4,1.2,5.5,180.9,,6.35,30.25,,Innova Champion Discs,no
1105,Wolverine,Daredevil Discs,Fairway Driver,17,9,5,-2,2,Overstable,https://www.marshallstreetdiscgolf.com/product/wolverine,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/9234286.webp,wolverine,daredevil-discs,control-driver,overstable,#FFFFFF,#515151,176,21.2,1.8,1.2,17.5,1.8,5.7,27.5,10.32,,,,07-07,"Jan 19, 2007",A_name_brand,high,Wolverine,Daredevil Discs,"Jan 19, 2007",07-07,,21.2,1.8,1.2,17.5,1.8,5.7,176.0,,10.32,27.50,,Daredevil Discs,no
1106,Wombat3,Innova,Midrange,18,5,6,-1,0,Understable,https://www.marshallstreetdiscgolf.com/?s=wombat3&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/2000352.webp,wombat3,innova,midrange,understable,#2A290E,#F3EB09,,,,,,,,,,,,,,,A_name_brand,high,Wombat3,Innova Champion Discs,"Mar 8, 2017",17-20,,21.8,2.0,1.4,18.9,1.4,6.4,180.9,,7.26,30.00,,Innova Champion Discs,no
1107,Woodchuck,Daredevil Discs,Putter,19,2,2,-1,0,Understable,https://www.marshallstreetdiscgolf.com/?s=woodchuck&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/2700353.webp,woodchuck,daredevil-discs,putter,understable,#FFFFFF,#515151,176,21.2,2,1.5,19.3,0.9,7.1,64,1.81,,,,07-08,"Jan 19, 2007",A_name_brand,high,Woodchuck,Daredevil Discs,"Jan 19, 2007",07-08,,21.2,2.0,1.5,19.3,0.9,7.1,176.0,,1.81,64.00,,Daredevil Discs,no
1108,World,Westside Discs,Distance Driver,15,14,4,-0.5,3,Overstable,https://www.marshallstreetdiscgolf.com/?s=world&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/1110111.webp,world,westside-discs,distance-driver,overstable,#FFFFFF,#014E13,,,,,,,,,,,,,,,B_name_unique,medium,World (Maailma1),Westside Golf Discs,"Oct 28, 2013",13-70,,21.2,1.6,1.2,16.3,2.4,5.7,176.0,,10.55,28.00,,Westside Golf Discs,yes
1109,Wraith,Innova,Control Driver,16,11,5,-1,3,Overstable,https://www.marshallstreetdiscgolf.com/?s=wraith&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/8613388.webp,wraith,innova,hybrid-driver,overstable,#2A290E,#F3EB09,,,,,,,,,,,,,,,A_name_brand,high,Wraith,Innova Champion Discs,"Aug 15, 2005",05-15,,21.1,1.4,1.2,16.9,2.1,5.7,175.1,,8.85,26.75,,Innova Champion Discs,no
1110,Wrangler,Lone Star Discs,Fairway Driver,17,9,5,-1,2,Stable,https://www.marshallstreetdiscgolf.com/?s=Wrangler&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/0000428.webp,wrangler,lone-star-discs,control-driver,stable,#FFA5EA,#6B834B,,,,,,,,,,,,,,,B_name_unique,medium,Wrangler,Lone Star Disc,"Nov 13, 2023",23-257,,21.2,1.7,1.2,17.2,2.0,5.7,176.0,,9.09,28.25,,Lone Star Disc,yes
1111,Wrath,Axiom Discs,Control Driver,16,9,4.5,-0.5,2,Overstable,https://www.marshallstreetdiscgolf.com/?s=wrath&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/8613389.webp,wrath,axiom-discs,hybrid-driver,overstable,#000000,#FF9595,175.1,21.1,1.4,1.1,17,2,5.2,30.25,8.05,,,,14-97,"Dec 19, 2014",A_name_brand,high,Wrath,Axiom Discs,"Dec 19, 2014",14-97,,21.1,1.4,1.1,17.0,2.0,5.2,175.1,,8.05,30.25,,Axiom Discs,no
1112,Wren,Stokely Discs,Putter,19,3,3.5,-0.5,1,Stable,https://www.marshallstreetdiscgolf.com/?s=wren&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/0000461.webp,wren,stokely-discs,putter,stable,#FBE311,#37B2DF,175.1,21.1,2,1.4,18.9,1.1,6.6,63.5,6.14,,,,24-31,"Feb 19, 2024",A_name_brand,high,Wren,Stokely Discs,"Feb 19, 2024",24-31,,21.1,2.0,1.4,18.9,1.1,6.6,175.1,,6.14,63.50,,Stokely Discs,no
1113,Wyrm,Divergent,Fairway Driver,17,9,2,0,5,Very Overstable,https://www.marshallstreetdiscgolf.com/?s=Wyrm&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/0000402.webp,wyrm,divergent,control-driver,very-overstable,#151FFF,#D8FFD9,,,,,,,,,,,,,,,B_name_unique,medium,Wyrm,Divergent Discs,"Dec 11, 2023",23-271,,21.3,1.5,1.1,17.4,1.9,5.2,176.8,,2.39,31.25,,Divergent Discs,yes
1114,X2,Prodigy,Distance Driver,15,12,5,0,2,Stable,https://www.marshallstreetdiscgolf.com/?cat_ids%5B%5D=6&post_type=product&s=x2&variation_toggle=1,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/2121380.webp,x2,prodigy,distance-driver,stable,#000000,#10A259,,,,,,,,,,,,,,,A_name_brand,high,X2,Prodigy Disc,"Apr 3, 2017",17-38,,21.1,1.8,1.1,16.6,2.2,5.2,175.1,,8.16,26.00,,Prodigy Disc,no
1115,X3,Prodigy,Distance Driver,15,12,6,-1,2,Stable,https://www.marshallstreetdiscgolf.com/?cat_ids%5B%5D=6&post_type=product&s=x3&variation_toggle=1,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/2121381.webp,x3,prodigy,distance-driver,stable,#000000,#10A259,,,,,,,,,,,,,,,A_name_brand,high,X3,Prodigy Disc,"Jun 11, 2017",17-72,,21.1,1.7,1.1,16.6,2.2,5.2,175.1,,8.73,30.50,,Prodigy Disc,no
1116,X4,Prodigy,Distance Driver,15,12,6,-2,2,Understable,https://www.marshallstreetdiscgolf.com/?cat_ids%5B%5D=6&post_type=product&s=x4&variation_toggle=1,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/2121382.webp,x4,prodigy,distance-driver,understable,#000000,#10A259,,,,,,,,,,,,,,,A_name_brand,high,X4,Prodigy Disc,"Apr 21, 2017",17-63,,21.2,1.7,1.1,16.6,2.3,5.2,176.0,,9.30,27.00,,Prodigy Disc,no
1117,X5,Prodigy,Distance Driver,15,12,6,-3,2,Understable,https://www.marshallstreetdiscgolf.com/?s=%22X5%22&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/2121383.webp,x5,prodigy,distance-driver,understable,#000000,#10A259,,,,,,,,,,,,,,,A_name_brand,high,X5,Prodigy Disc,"Apr 3, 2017",17-39,,21.1,1.9,1.1,16.6,2.2,5.2,175.1,,7.94,28.25,,Prodigy Disc,no
1118,XCaliber,Innova,Distance Driver,15,12,5,0,4,Overstable,https://www.marshallstreetdiscgolf.com/?s=xcaliber&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/4214852.webp,xcaliber,innova,distance-driver,overstable,#2A290E,#F3EB09,,,,,,,,,,,,,,,A_name_brand,high,XCaliber,Innova Champion Discs,"Mar 13, 2008",08-09,,21.1,1.6,1.2,16.4,2.3,5.7,175.1,,8.85,29.50,,Innova Champion Discs,no
1119,XD,Innova,Putter,19,3,4,-1,1,Understable,https://www.marshallstreetdiscgolf.com/?s=xd&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/2075882.webp,xd,innova,putter,understable,#2A290E,#F3EB09,,,,,,,,,,,,,,,unmatched,none,,,,,,,,,,,,,,,,,,
1120,XL,Discraft,Fairway Driver,17,7,4,-2,1,Stable,https://www.marshallstreetdiscgolf.com/?s=xl&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/0339437.webp,xl,discraft,control-driver,stable,#FF3737,#000000,175.1,21.1,2.1,1.2,17.7,1.7,5.7,32.25,8.52,,,,98-04,"Apr 3, 1998",A_name_brand,high,XL,Discraft,"Apr 3, 1998",98-04,,21.1,2.1,1.2,17.7,1.7,5.7,175.1,,8.52,32.25,,Discraft,no
1121,XS,Discraft,Fairway Driver,17,8,5,0,3,Overstable,https://www.marshallstreetdiscgolf.com/?cat_ids%5B%5D=114&post_type=product&s=xs&variation_toggle=1,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/8893223.webp,xs,discraft,control-driver,overstable,#FF3737,#000000,175.1,21.1,1.8,1.2,17.6,1.8,5.7,27.5,8.51,,,,00-12,"Sep 4, 2000",A_name_brand,high,XS,Discraft,"Sep 4, 2000",00-12,,21.1,1.8,1.2,17.6,1.8,5.7,175.1,,8.51,27.50,,Discraft,no
1122,XXX,Latitude 64,Fairway Driver,17,7,3,0,4,Very Overstable,https://www.marshallstreetdiscgolf.com/?s=xxx&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/7570434.webp,xxx,latitude-64,control-driver,very-overstable,#FFFFFF,#F40909,178.5,21.5,1.5,1.1,17.5,2,5.1,32.5,12.02,,,,08-33,"Nov 21, 2008",A_name_brand,high,XXX,Latitude 64,"Nov 21, 2008",08-33,,21.5,1.5,1.1,17.5,2.0,5.1,178.5,,12.02,32.50,,Latitude 64,no
1123,Xenon,Løft Discs,Fairway Driver,17,9,3,0,4,Very Overstable,https://www.marshallstreetdiscgolf.com/?s=Xenon&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/0000317.webp,xenon,løft-discs,control-driver,very-overstable,#000000,#9B90FF,175.1,21.1,1.5,1.2,17.1,2,5.7,27,10.23,,,,22-197,"Nov 14, 2022",A_name_brand,high,Xenon,Løft Discs,"Nov 14, 2022",22-197,,21.1,1.5,1.2,17.1,2.0,5.7,175.1,,10.23,27.00,,Løft Discs,no
1124,Xero,Innova,Putter,19,2,3,0,0,Stable,https://www.marshallstreetdiscgolf.com/?s=xero&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/0000201.webp,xero,innova,putter,stable,#2A290E,#F3EB09,,,,,,,,,,,,,,,A_name_brand,high,Xero,Innova Champion Discs,"Nov 22, 2021",21-126,,21.2,2.0,1.5,19.2,1.0,7.1,176.0,,8.98,68.75,,Innova Champion Discs,no
1125,Xing,Yikun,Putter,19,2,4,0,1,Stable,https://www.marshallstreetdiscgolf.com/?s=xing&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/0000093.webp,xing,yikun,putter,stable,#006A6E,#FF6F8C,,,,,,,,,,,,,,,unmatched,none,,,,,,,,,,,,,,,,,,
1126,Xpress,Discraft,Fairway Driver,17,8,5,-3,1,Understable,https://www.marshallstreetdiscgolf.com/?s=xpress&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/3860633.webp,xpress,discraft,control-driver,understable,#FF3737,#000000,175.1,21.1,1.8,1.2,17.6,1.7,5.7,28,9.64,,,,00-15,"Dec 5, 2000",A_name_brand,high,Xpress,Discraft,"Dec 5, 2000",00-15,,21.1,1.8,1.2,17.6,1.7,5.7,175.1,,9.64,28.00,,Discraft,no
1127,Xtreme,Discraft,Fairway Driver,17,6,3,1,4,Very Overstable,https://www.marshallstreetdiscgolf.com/?s=xtreme&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/2040913.webp,xtreme,discraft,control-driver,very-overstable,#FF3737,#000000,174.3,21,1.9,1.2,17.7,1.7,5.7,29,8.16,,,,00-02,"Jan 1, 2000",A_name_brand,high,Xtreme,Discraft,"Jan 1, 2000",00-02,,21.0,1.9,1.2,17.7,1.7,5.7,174.3,,8.16,29.00,,Discraft,no
