id,name,brand,category,category id,speed,glide,turn,fade,stability,link,pic,name_slug,brand_slug,category_slug,stability_slug,color,background_color,jr_maxweight,jr_diameter,jr_height,jr_rimdepth,jr_rimwidth,Rim Thickness (cm),Rim Depth / Diameter Ratio (%),Rim Configuration,Flexibility (kg),Class,Max Weight Vint (gr),Last Year Production,Certification Number,jr_pdgaapproval,pdga_match_tier,pdga_match_confidence,pdga_disc_model,pdga_manufacturer,pdga_approved_date,pdga_certification_number,pdga_class,pdga_diameter_cm,pdga_height_cm,pdga_rim_depth_cm,pdga_inside_rim_diameter_cm,pdga_rim_thickness_cm,pdga_rim_depth_diameter_ratio_pct,pdga_max_weight_gr,pdga_max_weight_vint_gr,pdga_flexibility_kg,pdga_rim_configuration,pdga_last_year_production,pdga_brand_suggested,pdga_brand_differs_from_merged
1020,Treason,Dynamic Discs,Control Driver,16,10,5,-3,1,Understable,,,treason,dynamic-discs,hybrid-driver,understable,#FFFFFF,#0082F4,175.1,21.1,1.8,1.1,17,2.1,5.2,30.5,8.3,,,,25-38,"Mar 17, 2025",A_name_brand,high,Treason,Dynamic Discs,"Mar 17, 2025",25-38,,21.1,1.8,1.1,17.0,2.1,5.2,175.1,,8.30,30.50,,Dynamic Discs,no
1021,Tremor,DGA,Midrange,18,6,5,-4,1,Very Understable,https://www.marshallstreetdiscgolf.com/?s=tremor&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/1130000.webp,tremor,dga,midrange,very-understable,#2876FF,#272727,,,,,,,,,,,,,,,C_name_ambiguous,needs_review,,,,,,,,,,,,,,,,,,
1022,Trespass,Dynamic Discs,Distance Driver,15,12,5,-0.5,3,Stable,https://www.marshallstreetdiscgolf.com/?s=trespass&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/1130001.webp,trespass,dynamic-discs,distance-driver,stable,#FFFFFF,#0082F4,175.1,21.1,1.9,1.1,16.7,2.1,5.2,26.25,10.32,,,,12-59,"Dec 7, 2012",A_name_brand,high,Trespass,Dynamic Discs,"Dec 7, 2012",12-59,,21.1,1.9,1.1,16.7,2.1,5.2,175.1,,10.32,26.25,,Dynamic Discs,no
1023,Triceratops,Dino Discs,Approach Discs,20,3,3,-3,1,Very Understable,https://www.marshallstreetdiscgolf.com/?s=triceratops&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/0000531.webp,triceratops,dino-discs,approach-discs,very-understable,#740A0A,#FF6FCF,,,,,,,,,,,,,,,unmatched,none,,,,,,,,,,,,,,,,,,
1024,Trident,Latitude 64,Fairway Driver,17,6,4,-0.5,3,Overstable,https://www.marshallstreetdiscgolf.com/?s=trident&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/0887728.webp,trident,latitude-64,control-driver,overstable,#FFFFFF,#F40909,177.6,21.4,1.4,1.1,17.6,1.9,5.1,36.75,11.11,,,,08-34,"Nov 25, 2008",A_name_brand,high,Trident,Latitude 64,"Nov 25, 2008",08-34,,21.4,1.4,1.1,17.6,1.9,5.1,177.6,,11.11,36.75,,Latitude 64,no
1025,Trinity,Lone Star Discs,Fairway Driver,17,7,5,0,2,Stable,https://www.marshallstreetdiscgolf.com/?s=trinity&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/0000446.webp,trinity,lone-star-discs,control-driver,stable,#FFA5EA,#6B834B,,,,,,,,,,,,,,,B_name_unique,medium,Trinity,Lone Star Disc,"May 20, 2024",24-108,,21.1,1.8,1.2,17.4,1.8,5.7,175.1,,8.18,27.50,,Lone Star Disc,yes
1026,Trust,Latitude 64,Midrange,18,5,5,0,2,Overstable,https://www.marshallstreetdiscgolf.com/?s=Trust&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/0000281.webp,trust,latitude-64,midrange,overstable,#FFFFFF,#F40909,,,,,,,,,,,,,,,A_name_brand,high,Trust (Royal Prototype),Latitude 64,"Dec 14, 2020",20-95,,21.7,1.9,1.3,19.1,1.3,6.0,180.1,,10.57,43.75,,Latitude 64,no
1027,Truth,Dynamic Discs,Midrange,18,5,5,-1,1,Stable,https://www.marshallstreetdiscgolf.com/?s=truth&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/1130005.webp,truth,dynamic-discs,midrange,stable,#FFFFFF,#0082F4,180.1,21.7,1.7,1.2,18.7,1.5,5.5,41.5,8.05,,,,13-39,"Jun 18, 2013",A_name_brand,high,Truth,Dynamic Discs,"Jun 18, 2013",13-39,,21.7,1.7,1.2,18.7,1.5,5.5,180.1,,8.05,41.50,,Dynamic Discs,no
1028,"Truth, EMAC",Dynamic Discs,Midrange,18,5,5,0,2,Overstable,https://www.marshallstreetdiscgolf.com/?s=emac+truth&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/0125008.webp,truth-emac,dynamic-discs,midrange,overstable,#FFFFFF,#0082F4,,,,,,,,,,,,,,,unmatched,none,,,,,,,,,,,,,,,,,,
1029,Tsunami,DGA,Fairway Driver,17,10,3,0,4,Overstable,https://www.marshallstreetdiscgolf.com/?s=tsunami&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/0909327.webp,tsunami,dga,control-driver,overstable,#2876FF,#272727,,,,,,,,,,,,,,,C_name_ambiguous,needs_review,,,,,,,,,,,,,,,,,,
1030,Tuff,Kastaplast,Putter,19,3,4,0,2,Overstable,https://www.marshallstreetdiscgolf.com/?s=Tuff&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/0000522.webp,tuff,kastaplast,putter,overstable,#000000,#21F1B9,176,21.2,2,1.5,18.9,1.1,7.1,62.75,9.43,,,,25-25,"Feb 10, 2025",A_name_brand,high,Tuff,Kastaplast,"Feb 10, 2025",25-25,,21.2,2.0,1.5,18.9,1.1,7.1,176.0,,9.43,62.75,,Kastaplast,no
1031,Tui,RPM,Putter,19,3,4,-1,0,Very Understable,https://www.marshallstreetdiscgolf.com/?s=Tui&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/9458079.webp,tui,rpm,putter,very-understable,#1FBE25,#434343,,,,,,,,,,,,,,,B_name_unique,medium,Tui (PA1),RPM Discs/Disc Golf Aotearoa,"Aug 23, 2006",06-35,,21.1,1.8,1.4,19.3,0.9,6.6,175.1,,4.76,44.25,,RPM Discs/Disc Golf Aotearoa,yes
1032,Tumbleweed,Lone Star Discs,Control Driver,16,10,6,-4,1,Very Understable,https://www.marshallstreetdiscgolf.com/?s=Tumbleweed&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/0000184.webp,tumbleweed,lone-star-discs,hybrid-driver,very-understable,#FFA5EA,#6B834B,,,,,,,,,,,,,,,B_name_unique,medium,Tumbleweed,Lone Star Disc,"Mar 21, 2022",22-36,,21.3,1.7,1.1,16.8,2.2,5.2,176.8,,9.09,28.50,,Lone Star Disc,yes
1033,Turbulence,Streamline,Fairway Driver,17,7,2,0,3.5,Very Overstable,https://www.marshallstreetdiscgolf.com/?s=turbulence&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/0000535.webp,turbulence,streamline,control-driver,very-overstable,#012219,#ACFFBA,,,,,,,,,,,,,,,A_name_brand,high,Turbulence,Streamline Discs,"May 19, 2025",25-76,,21.2,1.5,1.1,17.5,1.9,5.2,176.0,,10.11,31.25,,Streamline Discs,no
1034,Tursas,Westside Discs,Midrange,18,5,5,-2,1,Understable,https://www.marshallstreetdiscgolf.com/?s=tursas&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/4214217.webp,tursas,westside-discs,midrange,understable,#FFFFFF,#014E13,,,,,,,,,,,,,,,B_name_unique,medium,Tursas (Tursas1),Westside Golf Discs,"Oct 30, 2012",12-41,,21.7,1.7,1.3,18.9,1.4,6.0,180.1,,7.82,42.50,,Westside Golf Discs,yes
1035,Twin Swords,Yikun,Distance Driver,15,12,5,-1,2,Stable,https://www.marshallstreetdiscgolf.com/product/tortoise-line-twin-swords,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/4214299.webp,twin-swords,yikun,distance-driver,stable,#006A6E,#FF6F8C,,,,,,,,,,,,,,,B_name_unique,medium,Twin Swords (双刃剑),Yikun Discs,"Jan 19, 2018",18-02,,21.2,1.9,1.2,16.4,2.4,5.7,176.0,,8.05,26.50,,Yikun Discs,yes
1036,Typhoon,DGA,Distance Driver,15,12,5,-2,2,Stable,https://www.marshallstreetdiscgolf.com/?s=typhoon&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/4214218.webp,typhoon,dga,distance-driver,stable,#2876FF,#272727,,,,,,,,,,,,,,,C_name_ambiguous,needs_review,,,,,,,,,,,,,,,,,,
1037,Tyrannosaurus Rex,Dino Discs,Distance Driver,15,14,5,-3,2,Understable,https://www.marshallstreetdiscgolf.com/?s=tyrannosaurus+rex&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/0000527.webp,tyrannosaurus-rex,dino-discs,distance-driver,understable,#740A0A,#FF6FCF,,,,,,,,,,,,,,,unmatched,none,,,,,,,,,,,,,,,,,,
1038,Tyrant,Other,Fairway Driver,17,7,3,0,2.5,Overstable,https://www.marshallstreetdiscgolf.com/product/armor-tyrant-no-stamp,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/4214219.webp,tyrant,other,control-driver,overstable,#000000,#E5FFAA,,,,,,,,,,,,,,,B_name_unique,medium,Tyrant,Reptilian Disc Golf,"Jun 16, 2016",16-57,,21.2,1.4,1.1,17.6,1.8,5.2,176.0,,8.62,28.00,,Reptilian Disc Golf,yes
1039,UFO,Mint Discs,Putter,19,2,3,0,1,Stable,https://www.marshallstreetdiscgolf.com/?s=UFO&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/0000372.webp,ufo,mint-discs,putter,stable,#FFFFFF,#F4933E,176,21.2,2.1,1.5,19,1.1,7.1,62.25,9.2,,,,23-127,"Apr 27, 2023",A_name_brand,high,UFO,Mint Discs,"Apr 27, 2023",23-127,,21.2,2.1,1.5,19.0,1.1,7.1,176.0,,9.20,62.25,,Mint Discs,no
1040,Ultra,Other,Midrange,18,5,3,0,3,Overstable,https://www.marshallstreetdiscgolf.com/?s=%22Ultra%22&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/0000357.webp,ultra,other,midrange,overstable,#000000,#E5FFAA,,,,,,,,,,,,,,,B_name_unique,medium,Ultra,Birdie,"Jan 30, 2023",23-22,,21.4,1.6,1.2,18.4,1.5,5.6,176.8,,10.68,44.75,,Birdie,yes
1041,UnLace,Vibram,Distance Driver,15,14,6,-5,1,Very Understable,https://www.marshallstreetdiscgolf.com/?s=unlace&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/9090002.webp,unlace,vibram,distance-driver,very-understable,#FFDC2D,#9A7D2C,,,,,,,,,,,,,,,B_name_unique,medium,unLace,Vibram Disc Golf,"Jun 25, 2013",13-44,,21.1,1.9,1.1,16.3,2.4,5.2,175.1,,6.21,28.75,,Vibram Disc Golf,yes
1042,Undertaker,Discraft,Fairway Driver,17,9,5,-1,2,Stable,https://www.marshallstreetdiscgolf.com/?s=undertaker&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/2662446.webp,undertaker,discraft,control-driver,stable,#FF3737,#000000,175.1,21.1,1.8,1.1,17.5,1.9,5.2,30.75,10.43,,,,16-31,"Apr 6, 2016",A_name_brand,high,Undertaker,Discraft,"Apr 6, 2016",16-31,,21.1,1.8,1.1,17.5,1.9,5.2,175.1,,10.43,30.75,,Discraft,no
1043,Undertow,DGA,Control Driver,16,10,4,-1,1,Stable,https://www.marshallstreetdiscgolf.com/?s=undertow&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/2662447.webp,undertow,dga,hybrid-driver,stable,#2876FF,#272727,,,,,,,,,,,,,,,C_name_ambiguous,needs_review,,,,,,,,,,,,,,,,,,
1044,Underworld,Westside Discs,Fairway Driver,17,7,6,-3,1,Very Understable,https://www.marshallstreetdiscgolf.com/?s=underworld&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/1001002.webp,underworld,westside-discs,control-driver,very-understable,#FFFFFF,#014E13,,,,,,,,,,,,,,,B_name_unique,medium,Underworld (Manala1),Westside Golf Discs,"Oct 30, 2012",12-42,,21.3,1.8,1.2,17.4,1.9,5.6,176.8,,8.39,30.25,,Westside Golf Discs,yes
1045,Uplink,Axiom Discs,Midrange,18,5,5,-3,0.5,Very Understable,https://www.marshallstreetdiscgolf.com/?s=uplink&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/0000148.webp,uplink,axiom-discs,midrange,very-understable,#000000,#FF9595,,,,,,,,,,,,,,,B_name_unique,medium,Uplink,MVP Disc Sports,"Jul 5, 2021",21-72,,21.5,1.8,1.4,18.8,1.3,6.5,178.5,,7.27,45.00,,MVP Disc Sports,yes
1046,VP,Vibram,Putter,19,2,3,0,2,Overstable,https://www.marshallstreetdiscgolf.com/?s=VP&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/5951270.webp,vp,vibram,putter,overstable,#FFDC2D,#9A7D2C,,,,,,,,,,,,,,,unmatched,none,,,,,,,,,,,,,,,,,,
1047,VRoc,Innova,Midrange,18,4,4,0,1,Stable,https://www.marshallstreetdiscgolf.com/?s=vroc&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/6833106.webp,vroc,innova,midrange,stable,#2A290E,#F3EB09,,,,,,,,,,,,,,,A_name_brand,high,VRoc,Innova Champion Discs,"Dec 30, 2014",14-99,,21.8,2.0,1.3,19.0,1.4,6.0,180.9,,9.30,43.00,,Innova Champion Discs,no
1048,Valkyrie,Innova,Fairway Driver,17,9,4,-2,2,Understable,https://www.marshallstreetdiscgolf.com/?s=valkyrie&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/8775593.webp,valkyrie,innova,control-driver,understable,#2A290E,#F3EB09,,,,,,,,,,,,,,,A_name_brand,high,Valkyrie,Innova Champion Discs,"Aug 28, 2000",00-09,,21.1,1.4,1.2,17.3,1.9,5.7,175.1,,8.05,26.00,,Innova Champion Discs,no
1049,Valley,Vibram,Fairway Driver,17,7,5,-1,1,Understable,https://www.marshallstreetdiscgolf.com/?s=valley&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/8775594.webp,valley,vibram,control-driver,understable,#FFDC2D,#9A7D2C,,,,,,,,,,,,,,,B_name_unique,medium,Valley,Vibram Disc Golf,"Apr 20, 2015",15-45,,21.0,1.9,1.1,17.4,1.8,5.2,174.3,,5.22,31.25,,Vibram Disc Golf,yes
1050,Valor,Legacy,Midrange,18,5,5,0,2,Overstable,https://www.marshallstreetdiscgolf.com/?s=Valor&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/0000077.webp,valor,legacy,midrange,overstable,#3831F0,#E43DD9,,,,,,,,,,,,,,,B_name_unique,medium,Valor,Legacy Discs,"Jun 21, 2018",18-57,,21.7,2.1,1.3,19.3,1.2,6.0,180.1,,7.03,49.00,,Legacy Discs,yes
1051,Vamp,Vibram,Fairway Driver,17,7,5,-2,1,Understable,https://www.marshallstreetdiscgolf.com/?s=Vamp&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/8775595.webp,vamp,vibram,control-driver,understable,#FFDC2D,#9A7D2C,,,,,,,,,,,,,,,B_name_unique,medium,Vamp,Vibram Disc Golf,"Dec 2, 2015",15-78,,21.0,1.9,1.2,17.2,1.9,5.7,174.3,,6.35,34.75,,Vibram Disc Golf,yes
1052,Vandal,Dynamic Discs,Fairway Driver,17,9,5,-1.5,2,Understable,https://www.marshallstreetdiscgolf.com/product/lucid-vandal-trilogy-challeng,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/1010996.webp,vandal,dynamic-discs,control-driver,understable,#FFFFFF,#0082F4,176,21.2,1.7,1.1,17.4,1.9,5.2,36.25,8.39,,,,18-77,"Nov 4, 2018",A_name_brand,high,Vandal,Dynamic Discs,"Nov 4, 2018",18-77,,21.2,1.7,1.1,17.4,1.9,5.2,176.0,,8.39,36.25,,Dynamic Discs,no
1053,Vanguard,Discmania,Fairway Driver,17,9,5,0,2,Stable,https://www.marshallstreetdiscgolf.com/?s=Vanguard&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/0000358.webp,vanguard,discmania,control-driver,stable,#FFA813,#9A0C0C,176,21.2,1.7,1.1,17.3,2,5.2,29.75,10.68,,,,23-159,"Jun 5, 2023",A_name_brand,high,Vanguard,Discmania,"Jun 5, 2023",23-159,,21.2,1.7,1.1,17.3,2.0,5.2,176.0,,10.68,29.75,,Discmania,no
1054,Vanilla,Clash Discs,Control Driver,16,11,6,-2,1,Understable,https://www.marshallstreetdiscgolf.com/?s=Vanilla&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/0000351.webp,vanilla,clash-discs,hybrid-driver,understable,#FF93E9,#2516FF,177.6,21.4,1.6,1.1,17.1,2.1,5.1,26,9.66,,,,23-89,"Mar 23, 2023",A_name_brand,high,Vanilla,Clash Discs,"Mar 23, 2023",23-89,,21.4,1.6,1.1,17.1,2.1,5.1,177.6,,9.66,26.00,,Clash Discs,no
1055,Vanish,Axiom Discs,Control Driver,16,11,5,-3,2,Understable,https://www.marshallstreetdiscgolf.com/?s=vanish&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/5112997.webp,vanish,axiom-discs,hybrid-driver,understable,#000000,#FF9595,175.1,21.1,1.5,1.1,16.6,2.2,5.2,27.75,8.98,,,,16-30,"Apr 6, 2016",A_name_brand,high,Vanish,Axiom Discs,"Apr 6, 2016",16-30,,21.1,1.5,1.1,16.6,2.2,5.2,175.1,,8.98,27.75,,Axiom Discs,no
1056,Vass,Kastaplast,Distance Driver,15,12,5,-1.5,2,Stable,https://www.marshallstreetdiscgolf.com/?s=Vass&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/0000369.webp,vass,kastaplast,distance-driver,stable,#000000,#21F1B9,176.8,21.3,1.7,1.1,16.9,2.2,5.2,26.25,8.41,,,,23-135,"May 8, 2023",A_name_brand,high,Vass,Kastaplast,"May 8, 2023",23-135,,21.3,1.7,1.1,16.9,2.2,5.2,176.8,,8.41,26.25,,Kastaplast,no
1057,Vela,Millennium,Fairway Driver,17,7,4,-1.5,2,Stable,https://www.marshallstreetdiscgolf.com/?s=Vela&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/0000340.webp,vela,millennium,control-driver,stable,#000000,#FF0974,,,,,,,,,,,,,,,B_name_unique,medium,Vela,Millennium Golf Discs,"Feb 2, 2023",23-24,,21.2,1.8,1.2,17.6,1.8,5.7,176.0,,8.07,43.75,,Millennium Golf Discs,yes
1058,Vengeance,Legacy,Distance Driver,15,10,6,0,2,Overstable,https://www.marshallstreetdiscgolf.com/?s=vengeance&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/0000011.webp,vengeance,legacy,distance-driver,overstable,#3831F0,#E43DD9,,,,,,,,,,,,,,,B_name_unique,medium,Vengeance,Legacy Discs,"Jan 30, 2020",20-11,,21.2,1.7,1.2,17.2,2.0,5.7,176.0,,8.86,33.00,,Legacy Discs,yes
1059,Venom (Old Version - OOP),Discraft,Control Driver,16,10,4,0,4,Overstable,https://www.marshallstreetdiscgolf.com/?s=Venom&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/7408747.webp,venom-old-version-oop,discraft,hybrid-driver,overstable,#FF3737,#000000,,,,,,,,,,,,,,,A_name_brand,high,Venom,Discraft,"Mar 22, 2005",05-04,,21.0,1.6,1.2,16.6,2.2,5.7,174.3,,9.98,30.25,,Discraft,no
1060,Venom (Retooled),Discraft,Distance Driver,15,13,5,0,3,Overstable,https://www.marshallstreetdiscgolf.com/?s=Venom&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/0000312.webp,venom-retooled,discraft,distance-driver,overstable,#FF3737,#000000,,,,,,,,,,,,,,,A_name_brand,high,Venom,Discraft,"Mar 22, 2005",05-04,,21.0,1.6,1.2,16.6,2.2,5.7,174.3,,9.98,30.25,,Discraft,no
1061,Verdict,Dynamic Discs,Midrange,18,5,4,0,3.5,Overstable,https://www.marshallstreetdiscgolf.com/?s=verdict&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/0603000.webp,verdict,dynamic-discs,midrange,overstable,#FFFFFF,#0082F4,180.1,21.7,1.7,1.2,18.7,1.5,5.5,43.25,7.71,,,,13-34,"May 30, 2013",A_name_brand,high,Verdict,Dynamic Discs,"May 30, 2013",13-34,,21.7,1.7,1.2,18.7,1.5,5.5,180.1,,7.71,43.25,,Dynamic Discs,no
1062,Vessel,Thought Space Athletics,Approach Discs,20,4,3,0,3,Overstable,https://www.marshallstreetdiscgolf.com/?s=vessel&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/0000000.webp,vessel,thought-space-athletics,approach-discs,overstable,#000000,#FF770E,176.8,21.3,1.7,1.2,18.9,1.2,5.6,60.75,8.75,,,,25-75,"May 12, 2025",A_name_brand,high,Vessel,Thought Space Athletics,"May 12, 2025",25-75,,21.3,1.7,1.2,18.9,1.2,5.6,176.8,,8.75,60.75,,Thought Space Athletics,no
1063,Vibe,Hooligan Discs,Control Driver,16,11,5,-2,2,Understable,https://www.marshallstreetdiscgolf.com/?s=Vibe&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/0000289.webp,vibe,hooligan-discs,hybrid-driver,understable,#01216C,#DAFDFF,175.1,21.1,1.9,1.1,16.8,2.2,5.2,28.5,12.05,,,,21-149,"Dec 20, 2021",A_name_brand,high,Vibe (new),Hooligan Discs,"Feb 15, 2024",24-29,,21.1,1.7,1.1,16.6,2.2,5.2,175.1,,12.16,28.50,,Hooligan Discs,no
1064,View,Yikun,Fairway Driver,17,7,6,-3.5,1,Very Understable,https://www.marshallstreetdiscgolf.com/?cat_ids%5B%5D=1037&post_type=product&s=view&variation_toggle=1,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/0660827.webp,view,yikun,control-driver,very-understable,#006A6E,#FF6F8C,,,,,,,,,,,,,,,B_name_unique,medium,View (视),Yikun Discs,"Jan 16, 2013",13-76,,21.1,2.0,1.2,17.6,1.7,5.7,175.1,,9.98,32.75,,Yikun Discs,yes
1065,Vigil,Crosslap,Fairway Driver,17,8,6,-2,2,Understable,https://www.marshallstreetdiscgolf.com/?s=Vigil&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/0000113.webp,vigil,crosslap,control-driver,understable,#FF190C,#88BE47,,,,,,,,,,,,,,,B_name_unique,medium,Vigil,Crosslap Disc Golf Parks,"Dec 5, 2019",19-76,,21.7,1.5,1.1,17.9,1.9,5.1,180.1,,7.39,32.50,,Crosslap Disc Golf Parks,yes
1066,Viking,Innova,Fairway Driver,17,9,4,-1,2,Understable,https://www.marshallstreetdiscgolf.com/?s=viking&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/5697269.webp,viking,innova,control-driver,understable,#2A290E,#F3EB09,,,,,,,,,,,,,,,A_name_brand,high,Viking,Innova Champion Discs,"Jun 2, 2003",03-10,,21.2,1.4,1.1,17.4,1.9,5.2,176.0,,7.48,30.75,,Innova Champion Discs,no
1067,Viper,Innova,Fairway Driver,17,6,4,1,5,Very Overstable,https://www.marshallstreetdiscgolf.com/?s=viper&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/0782502.webp,viper,innova,control-driver,very-overstable,#2A290E,#F3EB09,,,,,,,,,,,,,,,A_name_brand,high,Viper,Innova Champion Discs,"Dec 3, 1991",91-07,,21.7,2.0,1.3,18.5,1.6,6.0,180.1,,8.51,29.25,,Innova Champion Discs,no
1068,Virus,Axiom Discs,Fairway Driver,17,9,5,-3.5,1,Understable,https://www.marshallstreetdiscgolf.com/?s=virus&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/4645289.webp,virus,axiom-discs,control-driver,understable,#000000,#FF9595,176,21.2,1.4,1.1,17,2,5.2,29.5,7.94,,,,14-96,"Dec 19, 2014",A_name_brand,high,Virus,Axiom Discs,"Dec 19, 2014",14-96,,21.2,1.4,1.1,17.0,2.0,5.2,176.0,,7.94,29.50,,Axiom Discs,no
1069,Volt,MVP,Fairway Driver,17,8,5,-0.5,2,Stable,https://www.marshallstreetdiscgolf.com/?s=volt&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/8675309.webp,volt,mvp,control-driver,stable,#000000,#9BF2FF,,,,,,,,,,,,,,,A_name_brand,high,Volt,MVP Disc Sports,"Jul 2, 2012",12-33,,21.1,1.6,1.1,17.1,2.0,5.2,175.1,,10.09,28.25,,MVP Disc Sports,no
1070,Voodoo,Gateway,Putter,19,2,3,0,0,Stable,https://www.marshallstreetdiscgolf.com/?s=voodoo&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/1224139.webp,voodoo,gateway,putter,stable,#FFFFFF,#A66A17,,,,,,,,,,,,,,,A_name_brand,high,Voodoo,Gateway Disc Sports,"Mar 31, 2009",09-10,,21.1,2.1,1.6,19.1,1.0,7.6,175.1,,3.52,62.00,,Gateway Disc Sports,no
1071,Vortex,DGA,Fairway Driver,17,7,6,-2,1,Understable,https://www.marshallstreetdiscgolf.com/?s=Vortex&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/0000144.webp,vortex,dga,control-driver,understable,#2876FF,#272727,,,,,,,,,,,,,,,C_name_ambiguous,needs_review,,,,,,,,,,,,,,,,,,
1072,Votum,Thought Space Athletics,Fairway Driver,17,7,5,0,3,Overstable,https://www.marshallstreetdiscgolf.com/?s=Votum&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/0000189.webp,votum,thought-space-athletics,control-driver,overstable,#000000,#FF770E,176,21.2,1.7,1.2,17.5,1.8,5.7,36.25,11.36,,,,21-28,"Mar 10, 2021",A_name_brand,high,Votum,Thought Space Athletics,"Mar 10, 2021",21-28,,21.2,1.7,1.2,17.5,1.8,5.7,176.0,,11.36,36.25,,Thought Space Athletics,no
1073,Vulcan,Innova,Distance Driver,15,13,5,-4,2,Very Understable,https://www.marshallstreetdiscgolf.com/?s=vulcan&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/6833107.webp,vulcan,innova,distance-driver,very-understable,#2A290E,#F3EB09,,,,,,,,,,,,,,,A_name_brand,high,Vulcan,Innova Champion Discs,"Dec 9, 2010",10-39,,21.2,1.4,1.1,16.4,2.4,5.2,176.0,,11.00,27.25,,Innova Champion Discs,no
